pdf uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.00003848769		0.999962380971		1.00007347128		0.999926543539		6.25837556342e-05		6.30924741322e-05		
M2		1.00005412302		0.999946125021		1.00008562591		0.999914414829		6.63513014193e-05		6.65004377734e-05		
M3		1.00006276882		0.999938397497		1.0000948696		0.999905155778		7.11359038128e-05		7.21148947976e-05		
M4		1.00005091479		0.999949396758		1.00009247491		0.999907535865		7.71964527345e-05		7.73881649909e-05		
M5		1.00006430716		0.999939249162		1.00008514041		0.999914866282		5.57985548178e-05		5.96413075009e-05		
M6		1.0000563141		0.999943945651		1.00008702225		0.999912983304		6.63445073536e-05		6.65568581647e-05		
M7		1.00005640021		0.999947198779		1.00007912033		0.999920884944		5.54891341037e-05		5.89170877988e-05		
M8		1.00005497798		0.999945898495		1.00008918362		0.999910806318		7.02220705439e-05		7.09121997324e-05		
M9		1.00005228511		0.999947767898		1.00009097833		0.999909118348		7.44535042346e-05		7.43725903982e-05		
M10		1.00006825833		0.999942638906		1.00007889809		0.999921100746		3.95690511858e-05		5.41737689347e-05		
M15		1.00006019092		0.999943294444		1.00008179997		0.999918204315		5.53921394527e-05		5.8949249508e-05		
M20		1.00005173828		0.999955929455		1.00005864153		0.999941372575		2.7603979306e-05		3.86647388646e-05		
M25		1.00006228603		0.999937824001		1.00007624892		0.999923810901		4.398122848e-05		4.40332145661e-05		
M30		1.00003261496		0.999967730486		1.0000381213		0.999961879801		1.97357074243e-05		2.02935476131e-05		
qcd uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.04928598236		0.932841824882		1.05191128272		0.930113697391		0.0162994851364		0.0193358425495		
M2		1.04931640064		0.932799535016		1.05203251238		0.929984097977		0.0165914126241		0.0196551276257		
M3		1.04935423441		0.932786900839		1.05194626536		0.930047821772		0.0162041362008		0.0193831509299		
M4		1.04930805067		0.932797501394		1.05216798212		0.929854818008		0.0170356830935		0.0201039980573		
M5		1.0492892124		0.932848062894		1.05186681734		0.930133075048		0.0161474543338		0.0192874193495		
M6		1.04937514439		0.932748966118		1.05203539629		0.929966464025		0.016424907407		0.0195446822171		
M7		1.04925637574		0.932846999879		1.05205499511		0.929969540127		0.016838407421		0.0198680619275		
M8		1.04941150591		0.932701543379		1.05203686578		0.92997057833		0.01631988002		0.0193658884595		
M9		1.04930185268		0.932817619589		1.05199842274		0.930017214089		0.0165276522697		0.0195989307401		
M10		1.04934836845		0.932751395566		1.05200332908		0.930005788604		0.0164038034149		0.019411718902		
M15		1.04942750995		0.93270135053		1.05200026177		0.930002732356		0.0161538999777		0.0192486170219		
M20		1.0493052279		0.932803038514		1.05195161311		0.930065971127		0.0163696244917		0.0193736099208		
M25		1.04935803818		0.932788533712		1.05227758867		0.929738532873		0.0172258626386		0.0204766345443		
M30		1.04930991555		0.932885636626		1.05265722927		0.929364809741		0.0184747401267		0.0220225414482		
